Region,Country ,Exchange,Name,Forex,Symbol,ISIN,SEDOL,Close(local),Mcap(local),Mcap(USD),Industry,Supersector,1 Day Close,1 Week Close,2 Week Close,1 Month Close,2 Month Close,3 Month Close,1 Day Change %,1 Day Change % (USD),1 Week Change %,1 Week Change % (USD),2 Week Change %,2 Week Change % (USD),1 Month Change %,1 Month Change % (USD),2 Month Change %,2 Month Change % USD,3 Month Change %,3 Month Change % (USD),RecScore
Europe,DE,XTR,SolarWorld AG,EUR,SWVG.DE,DE0005108401,5819869,15.42,1292041800,1715443898,Oil & Gas,Oil & Gas,15.56,14.91,13.97,13.63,16.59,15.1,-0.008997429,-0.011157287,0.034205231,0.01202409,0.103793844,0.127616733,0.131327953,0.178043311,-0.070524412,-0.037015421,0.021192053,-0.041438942,0.501552979
Europe,DE,XTR,Beiersdorf AG,EUR,BEIG.DE,DE0005200000,5107401,33.79,2754628380,3657320100,Consumer Goods,Personal & Household Goods,33.39,31.89,32.61,33.71,38.4,42,0.011979635,0.009774057,0.059579806,0.036854443,0.036185219,0.058548929,0.002373183,0.043763676,-0.120052083,-0.088328639,-0.19547619,-0.244818649,0.333382779
Europe,DE,XTR,Puma AG Rudolf Dassler Sport,EUR,PUMG.DE,DE0006969603,5064722,114.27,639195149,848659399,Consumer Goods,Personal & Household Goods,113.95,119.52,115.99,123.51,141.3,140.3,0.002808249,0.000622661,-0.043925703,-0.064431129,-0.014828865,0.006433821,-0.074811756,-0.036608422,-0.191295117,-0.162140091,-0.185531005,-0.235483414,0.381927462
Europe,DE,XTR,adidas AG,EUR,ADSG.DE,DE0005003404,4031976,25.06,4849498731,6438679465,Consumer Goods,Personal & Household Goods,25.17,24.64,24.39,24.19,27.13,27.14,-0.004370282,-0.006540225,0.017045455,-0.004767652,0.027470275,0.024949373,0.035965275,0.053361744,-0.0762993,-0.065515244,-0.076639646,-0.153663284,0.397973311
Europe,DE,XTR,Henkel AG & Co. KGaA Pfd.,EUR,HNKG_p.DE,DE0006048432,5076705,20.48,3648775680,4844479470,Consumer Goods,Personal & Household Goods,20.26,19.67,19.52,18.78,20.19,22.59,0.010858835,0.008655701,0.041179461,0.01884874,0.049180328,0.071824508,0.090521832,0.135552203,0.014363546,0.050932876,-0.093404161,-0.149006826,0.41170981
Europe,DE,XTR,Celesio AG,EUR,CLSGn.DE,DE000CLS1001,5105182,13.88,1043320597,1385216757,Consumer Services,Retail,14.3,14.44,15.99,16.8,16.75,19.4,-0.029370629,-0.031486085,-0.038781163,-0.059396927,-0.131957473,-0.168010891,-0.173809524,-0.192846715,-0.171343284,-0.194511964,-0.284536082,-0.369909131,0.223472399
Europe,DE,XTR,Metro AG,EUR,MEOG.DE,DE0007257503,5041413,24.85,2748872057,3649677430,Consumer Services,Retail,24.3,25.28,23.79,23.73,28.4,28.57,0.022633745,0.020404947,-0.017009494,-0.038092206,0.044556536,0.067100922,0.04719764,0.090439047,-0.125,-0.093454936,-0.13020651,-0.183552041,0.275493037
Europe,DE,XTR,Infineon Technologies AG,EUR,IFXGn.DE,DE0006231004,5889505,0.87,652275614,866026333,Technology,Technology,0.815,0.795,0.545,0.49,0.7,0.96,0.067484663,0.065158114,0.094339623,0.070868749,0.596330275,0.630783447,0.775510204,0.848825458,0.242857143,0.287664011,-0.09375,-0.149331453,0.818281356
Europe,DE,XTR,United Internet AG,EUR,UTDI.DE,DE0005089031,4354134,6.29,730187638,969470127,Technology,Technology,6.2,5.42,5.3,5.67,5.69,6.29,0.014516129,0.012305023,0.160516605,0.135626397,0.186792453,0.212406679,0.109347443,0.155155171,0.105448155,0.145301221,0,-0.06133126,0.524492159
Europe,DE,XTR,Wincor Nixdorf AG,EUR,WING.DE,DE000A0CAYB2,B012VF6,34.11,1128528941,1498347875,Technology,Technology,35.58,35.02,35.62,32.83,37.23,33.71,-0.041315346,-0.043404768,-0.025985151,-0.046875357,-0.042391915,-0.021724114,0.03898873,0.081891171,-0.083803384,-0.05077312,0.011865915,-0.050193096,0.24108611
Europe,DE,XTR,SAP AG,EUR,SAPG.DE,DE0007164600,4846288,26.68,23314230699,30954304099,Technology,Technology,26.745,27.22,26.475,25.9,27.85,25.24,-0.002430361,-0.004604532,-0.019838354,-0.040860394,0.007743154,0.029493006,0.03011583,0.072651886,-0.042010772,-0.007473821,0.057052298,-0.007778051,0.251478087
Europe,DE,XTR,Deutsche Telekom AG,EUR,DTEGn.DE,DE0005557508,5842359,9.35,27855685375,36983993473,Telecommunications,Telecommunications,9.26,9.3,9.67,9.48,9.47,10.75,0.009719222,0.007518572,0.005376344,-0.016186489,-0.033092037,-0.01222352,-0.01371308,0.027013171,-0.012671595,0.022923078,-0.130232558,-0.183576491,0.301445924
Europe,DE,XTR,TUI AG,EUR,TUIGn.DE,DE000TUAG000,5666292,4.02,554089956,735665235,Consumer Services,Travel & Leisure,4.21,4.14,3.93,4.645,6.585,8.045,-0.045130641,-0.047211748,-0.028985507,-0.049811364,0.022900763,0.044977758,-0.134553283,-0.098816826,-0.38952164,-0.367512978,-0.500310752,-0.530957323,0.262030891
Europe,DE,XTR,Deutsche Lufthansa AG,EUR,LHAG.DE,DE0008232125,5287488,8.17,1870300847,2483198434,Consumer Services,Travel & Leisure,8.29,8.53,8.325,8.98,9.5,11.19,-0.014475271,-0.016623191,-0.042203986,-0.062746338,-0.018618619,0.002562275,-0.090200445,-0.052632549,-0.14,-0.108995708,-0.269883825,-0.314662769,0.279786067
Europe,DE,XTR,E.ON AG,EUR,EONGn.DE,DE000ENAG999,4942904,20.91,38079412191,50558035566,Utilities,Utilities,21.2,21.05,19.65,20.5,25.24,28.44,-0.013679245,-0.0158289,-0.006650831,-0.027955711,0.064122137,0.072243978,0.02,0.04761451,-0.17155309,-0.153407102,-0.264767932,-0.319284892,0.343012635
Europe,DE,XTR,RWE AG,EUR,RWEG.DE,DE0007037129,4768962,52.81,21805999140,28951825058,Utilities,Utilities,53.95,53.13,51.43,51.31,60.87,63.7,-0.021130677,-0.023264091,-0.006022963,-0.027341308,0.026832588,0.048994442,0.029234067,0.071733713,-0.13241334,-0.101135538,-0.170957614,-0.221803828,0.283446633
Europe,DK,COP,Danske Bank A/S,DKK,DANSKE.CO,DK0010274414,4588825,47.2,21742763956,3875819132,Financials,Banks,48.5,48.4,43.7,39.3,59,52,-0.026804124,-0.028868534,-0.024793388,-0.045436683,0.080091533,0.104466443,0.201017812,0.250933104,-0.2,-0.170444843,-0.092307692,-0.147466441,0.434495011
Europe,DK,COP,Jyske Bank A/S,DKK,JYSK.CO,DK0010307958,B0386J1,128,6269184000,1117531485,Financials,Banks,130.5,129,110,109,133,122.5,-0.019157088,-0.02123772,-0.007751938,-0.028755968,0.163636364,0.189896668,0.174311927,0.2231173,-0.037593985,-0.002038909,0.044897959,-0.018598518,0.355848597
Europe,DK,COP,Sydbank A/S,DKK,SYDB.CO,DK0010311471,B06JSP1,71.5,4324320000,770844140,Financials,Banks,76.75,82,70,70.5,78,64.25,-0.068403909,-0.070380075,-0.12804878,-0.146506353,0.021428571,0.044479608,0.014184397,0.056334739,-0.083333333,-0.049468049,0.112840467,0.04521525,0.299098056
Europe,DK,COP,FLSmidth & Co. A/S,DKK,FLS.CO,DK0010234467,5263574,142.5,7581000000,1351373031,Industrials,Construction & Materials,141.5,136.25,138.25,139,160.75,181,0.007067138,0.004930877,0.04587156,0.023732421,0.03074141,0.054002614,0.025179856,0.067787177,-0.113530327,-0.080780638,-0.212707182,-0.260549482,0.30577056
Europe,DK,COP,Danisco A/S,DKK,DCO.CO,DK0010207497,4155586,167.75,8209935786,1463485795,Consumer Goods,Food & Beverage,165.25,162.25,154.75,208.75,215,214.5,0.015128593,0.012975233,0.033898305,0.012012618,0.084006462,0.108469722,-0.196407186,-0.163009204,-0.219767442,-0.190942572,-0.217948718,-0.265472499,0.169148044
Europe,DK,COP,Carlsberg A/S B,DKK,CARLb.CO,DK0010181759,4169219,230,23999360731,4278075302,Consumer Goods,Food & Beverage,231,225,224,204.25,194,171.25,-0.004329004,-0.00644109,0.022222222,0.000583695,0.026785714,0.049957648,0.126070991,0.172871432,0.18556701,0.229366535,0.343065693,0.261450125,0.500759321
Europe,DK,COP,H. Lundbeck A/S,DKK,LUN.CO,DK0010287234,7085259,95.5,5685918315,1013559777,Health Care,Health Care,99.5,98.75,98.75,125.25,122,110,-0.040201005,-0.042236997,-0.032911392,-0.053382844,-0.032911392,-0.011086671,-0.23752495,-0.205835857,-0.217213115,-0.188293878,-0.131818182,-0.184575953,0.117466238
Europe,DK,COP,Coloplast A/S Series B,DKK,COLOb.CO,DK0010309657,B04TZX0,345,8801667600,1568966657,Health Care,Health Care,344.5,340,362,399,358,364.5,0.001451379,-0.000672968,0.014705882,-0.006773538,-0.046961326,-0.025453675,-0.135338346,-0.099402293,-0.036312849,-0.000710442,-0.053497942,-0.111015087,0.335410513
Europe,DK,COP,Novozymes A/S Series B,DKK,NZYMb.CO,DK0010272129,4658535,405,18315666138,3264911921,Health Care,Health Care,399,404,432,442,466.5,418,0.015037594,0.012884426,0.002475248,-0.018745273,-0.0625,-0.041343017,-0.083710407,-0.045628655,-0.131832797,-0.099759275,-0.031100478,-0.089978674,0.255774449
Europe,DK,COP,Novo Nordisk A/S Series B,DKK,NOVOb.CO,DK0060102614,7077524,268.5,1.26115E+11,22481004695,Health Care,Health Care,275,250.5,268.5,302,312.5,271,-0.023636364,-0.025707493,0.071856287,0.049167101,0,0.022567448,-0.110927152,-0.07397655,-0.1408,-0.109057761,-0.009225092,-0.069432614,0.300712673
Europe,DK,COP,William Demant Holding A/S,DKK,WDH.CO,DK0010268440,5961544,225.5,5776033972,1029623604,Health Care,Health Care,226,235,212,193,193.5,218.5,-0.002212389,-0.004328965,-0.040425532,-0.060737923,0.063679245,0.087683772,0.168393782,0.216953193,0.165374677,0.208428218,0.032036613,-0.030678304,0.329277057
Europe,DK,COP,Genmab A/S,DKK,GEN.CO,DK0010272202,4595739,212,8016960250,1429086384,Health Care,Health Care,214.5,214.5,228,240,244,203,-0.011655012,-0.013751557,-0.011655012,-0.032576421,-0.070175439,-0.049191671,-0.116666667,-0.079954603,-0.131147541,-0.099048702,0.044334975,-0.019127291,0.20324022
Europe,DK,COP,DSV A/S,DKK,DSV.CO,DK0060079531,B1WT5G2,41.1,7815161219,1393114115,Industrials,Industrial Goods & Services,41.1,42.8,45.5,49,57.75,56.5,0,-0.002121269,-0.039719626,-0.060046961,-0.096703297,-0.076318195,-0.16122449,-0.126364287,-0.288311688,-0.262019113,-0.272566372,-0.316771141,0.260652585
Europe,DK,COP,D/S Norden A/S,DKK,DNORD.CO,DK0060083210,B1WP656,156.75,3629753160,647032124,Industrials,Industrial Goods & Services,170,164.5,155,195,185.5,183,-0.077941176,-0.079897111,-0.047112462,-0.067283303,0.011290323,0.034112564,-0.196153846,-0.162745336,-0.154986523,-0.12376839,-0.143442623,-0.195493998,0.228256918
Europe,DK,COP,A.P. Moller-Maersk A/S Series B,DKK,MAERSKb.CO,DK0010244508,4253048,24600,26605819548,4742697140,Industrials,Industrial Goods & Services,24800,26200,23500,28300,28100,28100,-0.008064516,-0.010168678,-0.061068702,-0.080944117,0.046808511,0.070432308,-0.130742049,-0.094614971,-0.12455516,-0.092212773,-0.12455516,-0.177754291,0.319338919
Europe,DK,COP,Topdanmark A/S,DKK,TOP.CO,DK0010259530,5797147,552,7536255036,1343396889,Financials,Insurance,556,570,506,608,695,687,-0.007194245,-0.009300252,-0.031578947,-0.052078605,0.090909091,0.03950977,-0.092105263,-0.118812786,-0.205755396,-0.232536721,-0.19650655,-0.296760559,0.196059253
Europe,DK,COP,TrygVesta A/S,DKK,TRYG.CO,DK0060013274,B0LL2W7,283.5,7711200000,1374582208,Financials,Insurance,284,301,297.5,307,347,328,-0.001760563,-0.003878098,-0.058139535,-0.078076954,-0.047058824,-0.025553373,-0.076547231,-0.038167771,-0.182997118,-0.152813807,-0.135670732,-0.188194391,0.238795085
Europe,DK,COP,Vestas Wind Systems A/S,DKK,VWS.CO,DK0010268606,5964651,246,45560209338,8121466589,Oil & Gas,Oil & Gas,252,242.75,251,268.5,284.5,303.5,-0.023809524,-0.025880286,0.01338826,-0.008063269,-0.019920319,0.002197579,-0.083798883,-0.045720807,-0.135325132,-0.10338063,-0.189456343,-0.238711551,0.296709636
Europe,ES,MCE,Banco Bilbao Vizcaya Argentaria S.A.,EUR,BBVA.MC,ES0113211835,5501906,6.11,22900091329,30404451258,Financials,Banks,6.33,6.32,5.81,6.06,7.33,8.66,-0.034755134,-0.036858855,-0.033227848,-0.053962717,0.051635112,0.130876076,0.008250825,0.105141074,-0.166439291,-0.090934921,-0.294457275,-0.302872736,0.426622449
Europe,ES,MCE,Banco de Sabadell S.A.,EUR,SABE.MC,ES0113860A34,B1X8QN2,3.78,3848342400,5109444204,Financials,Banks,3.92,3.8,3.54,3.29,3.92,4.85,-0.035714286,-0.037815916,-0.005263158,-0.0265978,0.06779661,0.069441557,0.14893617,0.172907102,-0.035714286,-0.020550493,-0.220618557,-0.282771744,0.376098546
Europe,ES,MCE,Banco Santander S.A.,EUR,SAN.MC,ES0113900J37,5705946,5.19,42327593702,56198346159,Financials,Banks,5.34,5.44,5.13,5.14,6.32,6.75,-0.028089888,-0.030208135,-0.045955882,-0.066417766,0.011695906,0.054416972,0.009727626,0.072669246,-0.178797468,-0.131998501,-0.231111111,-0.263683062,0.418749644
Europe,ES,MCE,Banco de Valencia S.A.,EUR,BVA.MC,ES0113980F34,B3BWN17,6.25,1640667254,2178313913,Financials,Banks,6.47,6.63,6.2,6.89,7.8,7.53,-0.034003091,-0.036108451,-0.057315234,-0.077533488,0.008064516,0.029821304,-0.092888244,-0.055431333,-0.198717949,-0.169830527,-0.16998672,-0.22089248,0.348318782
Europe,ES,MCE,Banco Popular Espanol S.A.,EUR,POP.MC,ES0113790531,B0BV6K3,4.77,3758911445,4990706725,Financials,Banks,4.95,4.67,4.12,3.96,5.38,6.08,-0.036363636,-0.038463851,0.021413276,-0.000493509,0.15776699,0.339467166,0.204545455,0.420474029,-0.1133829,0.040290933,-0.215460526,-0.166002939,0.585285513
Europe,ES,MCE,Bankinter S.A.,EUR,BKT.MC,ES0113679I37,5474008,7.97,1904105828,2528081308,Financials,Banks,7.74,7.57,6.6,6.9,6.78,6.31,0.029715762,0.02747153,0.052840159,0.030259345,0.207575758,0.233638544,0.155072464,0.202768292,0.175516224,0.21789535,0.263074485,0.185608536,0.498709348
Europe,ES,MCE,Acerinox S.A.,EUR,ACX.MC,ES0132105018,B01ZVZ5,8.75,1121017975,1488375565,Basic Materials,Basic Resources,8.84,9.68,8.62,9.09,10.24,11.37,-0.010180995,-0.012338275,-0.09607438,-0.115461346,0.015081206,0.036989434,-0.03740374,0.002344264,-0.145507813,-0.114702086,-0.230430959,-0.277629597,0.336355005
Europe,ES,MCE,Grupo Ferrovial S.A.,EUR,FER.MC,ES0162601019,5678822,16.06,939130524,1246883597,Industrials,Construction & Materials,17.5,17.74,18.3,19.92,20.82,19.58,-0.082285714,-0.084285843,-0.09470124,-0.114117656,-0.122404372,-0.103463458,-0.1937751,-0.16048406,-0.228626321,-0.200817141,-0.179775281,-0.230080696,0.122192245
Europe,ES,MCE,Actividades de Construccion y Servicios S.A.,EUR,ACS.MC,ES0167050915,B01FLQ6,31.24,4763198462,6324098598,Industrials,Construction & Materials,31.7,31.05,29.87,32.63,31.5,32.65,-0.014511041,-0.016658883,0.006119163,-0.015459602,0.045865417,-0.037224197,-0.042598835,-0.101656332,-0.008253968,-0.074113746,-0.043185299,-0.190687935,0.363375892
Europe,ES,MCE,Acciona S.A.,EUR,ANA.MC,ES0125220311,5579107,77.45,1980099479,2628978079,Industrials,Construction & Materials,81.6,86.1,81.45,79,88.5,89,-0.050857843,-0.052926468,-0.100464576,-0.119757383,-0.049109883,-0.028587075,-0.019620253,0.020862076,-0.124858757,-0.093308601,-0.129775281,-0.183147259,0.384167504
Europe,ES,MCE,Sacyr-Vallehermoso S.A.,EUR,SVO.MC,ES0182870214,5504789,5.8,550807668,731307341,Industrials,Construction & Materials,5.98,6.02,5.65,5.68,6.7,6.37,-0.030100334,-0.0322142,-0.03654485,-0.057208578,0.026548673,0.048704399,0.021126761,0.063291636,-0.134328358,-0.103119595,-0.089481947,-0.145325165,0.349889823
Europe,ES,MCE,Fomento de Construcciones y Contratas S.A.,EUR,FCC.MC,ES0122060314,5787115,23.05,1350970594,1793683658,Industrials,Construction & Materials,22.91,22.4,21.15,20.77,20.45,23.33,0.006110869,0.003918082,0.029017857,0.006947972,0.089834515,0.675127972,0.109773712,0.738685615,0.127139364,0.757004406,-0.012001715,0.39534768,0.72487181
Europe,ES,MCE,Criteria CaixaCorp S.A.,EUR,CRIT.MC,ES0140609019,B283W97,2.43,1635998825,2172115640,Financials,Financial Services,2.36,2.38,2.18,2.3,2.73,2.78,0.029661017,0.027416903,0.021008403,-0.000889699,0.114678899,0.138736717,0.056521739,0.100148161,-0.10989011,-0.077800312,-0.125899281,-0.179508979,0.277562133
Europe,ES,MCE,Bolsas y Mercados Espanoles S.A.,EUR,BME.MC,ES0115056139,B18S767,17.41,1086132736,1442058433,Financials,Financial Services,17.58,17.33,15.38,15.31,17.01,18.39,-0.00967008,-0.011828472,0.004616272,-0.016930259,0.131989597,0.156421026,0.137165251,0.184121646,0.023515579,0.060414853,-0.053289831,-0.111352759,0.407230383
Europe,ES,MCE,Corporacion Financiera Alba S.A.,EUR,ALB.MC,ES0117160111,5730409,28.3,574361716,762580050,Financials,Financial Services,28.08,28.35,27.15,25.29,27.48,27.25,0.007834758,0.005638213,-0.001763668,-0.023173366,0.042357274,0.064854193,0.119019375,0.165226481,0.029839884,0.066967157,0.03853211,-0.025162373,0.490371773
Europe,ES,MCE,Ebro Puleva S.A.,EUR,EVA.MC,ES0112501012,5468324,8.84,739116413,981324862,Consumer Goods,Food & Beverage,9,8.5,8.51,8.94,9.66,9.8,-0.017777778,-0.0199185,0.04,0.017694575,0.038777908,0.061197575,-0.011185682,0.029644931,-0.084886128,-0.051894899,-0.097959184,-0.153282483,0.383450988
Europe,ES,MCE,Grifols S.A.,EUR,GRLS.MC,ES0171996012,B01SPF2,10.85,1541246495,2046312971,Health Care,Health Care,10.87,10.42,10.94,12.8,13.78,12.31,-0.001839926,-0.004015384,0.041266795,0.0189342,-0.008226691,0.013178488,-0.15234375,-0.117341906,-0.212626996,-0.184241016,-0.118602762,-0.172659965,0.187725604
Europe,ES,MCE,Faes Farma S.A.,EUR,FAE.MC,ES0134950F36,B1PQHS6,2.68,482561368,640696729,Health Care,Health Care,2.64,2.72,2.67,3.19,3.39,3,0.015151515,0.012939025,-0.014705882,-0.035838,0.003745318,0.025408886,-0.159874608,-0.015831699,-0.209439528,-0.078555966,-0.106666667,-0.056637917,0.199355325
Europe,ES,MCE,Cintra Concesiones de Infraestructuras de Tra,EUR,CCIT.MC,ES0118900010,B038516,3.37,634559456,842504590,Industrials,Industrial Goods & Services,3.43,3.53,3.44,3.95,3.89,5.32,-0.017492711,-0.019634055,-0.045325779,-0.065801177,-0.020348837,0.000794712,-0.146835443,-0.111606147,-0.133676093,-0.102443815,-0.366541353,-0.40539217,0.208415846
Europe,ES,MCE,Abertis Infraestructuras S.A.,EUR,ABE.MC,ES0111845014,4065663,11.77,3445463864,4574542373,Industrials,Industrial Goods & Services,11.87,12,11.27,11.36,12.7,12.6,-0.0084246,-0.010585707,-0.019166667,-0.040203113,0.044365572,0.066905837,0.036091549,0.078874358,-0.073228346,-0.039816836,-0.065873016,-0.1231642,0.27680708
Europe,ES,MCE,Zardoya Otis S.A.,EUR,ZOT.MC,ES0184933812,5770900,13.77,1654924327,2197243029,Industrials,Industrial Goods & Services,13.16,13.2,13.2,13.35,13.99,12.69,0.046352584,0.044072092,0.043181818,0.020808152,0.043181818,0.065696534,0.031460674,0.074052262,-0.015725518,0.019759056,0.085106383,0.018555442,0.363279444
Europe,ES,MCE,Mapfre S.A.,EUR,MAP.MC,ES0124244E34,B1G40S0,1.65,1131896554,1502819055,Financials,Insurance,1.7,1.72,1.64,1.7,2.21,2.4,-0.029411765,-0.031527131,-0.040697674,-0.061272333,0.006097561,0.074530619,-0.029411765,0.056605624,-0.253393665,-0.191317266,-0.3125,-0.325331843,0.397528895
Europe,ES,MCE,Compania Espanola de Petroleos S.A.,EUR,CEP.MC,ES0132580319,5682340,31.74,506172586,672045343,Oil & Gas,Oil & Gas,32.11,32.61,31.51,35.16,68,67.6,-0.01152289,-0.013677244,-0.026678933,-0.04755426,0.00729927,0.029039542,-0.097269625,-0.059993632,-0.533235294,-0.516407725,-0.530473373,-0.559270032,0.349457643
Europe,ES,MCE,Gamesa Corporacion Tecnologica S.A.,EUR,GAM.MC,ES0143416115,B01CP21,9.66,1669871860,2217088869,Oil & Gas,Oil & Gas,9.76,9.59,9.34,11.45,13.18,12.74,-0.010245902,-0.012403039,0.00729927,-0.014304805,0.034261242,0.056583427,-0.156331878,-0.121494713,-0.26707132,-0.24064814,-0.241758242,-0.288262164,0.224526196
Europe,ES,MCE,Repsol YPF S.A.,EUR,REP.MC,ES0173516115,5669354,13.03,10308287398,13686313178,Oil & Gas,Oil & Gas,13.05,13.03,12.4,12.73,14.04,15.1,-0.001532567,-0.003708695,0,-0.021447524,0.050806452,0.073485727,0.023566379,0.065831992,-0.071937322,-0.038479268,-0.137086093,-0.190009689,0.281011627
Europe,ES,MCE,Industria de Diseno Textil S.A.,EUR,ITX.MC,ES0148396015,7111314,29.35,6222043536,8261007203,Consumer Services,Retail,28.77,27.01,26.34,29.45,29.88,31.33,0.020159889,0.017936483,0.08663458,0.063328959,0.114274867,0.138323965,-0.003395586,0.0377567,-0.017737617,0.017674417,-0.063198213,-0.120653446,0.283092776
Europe,ES,MCE,Indra Sistemas S.A.,EUR,IDR.MC,ES0118594417,4476210,14.52,1294556666,1718782886,Technology,Technology,14.67,14.81,14.33,14.05,15.75,16.19,-0.010224949,-0.012382132,-0.019581364,-0.040608915,0.013258897,-0.052441156,0.033451957,-0.014911495,-0.078095238,-0.125661459,-0.103150093,-0.229372785,0.203059903
Europe,ES,MCE,Telefonica S.A.,EUR,TEF.MC,ES0178430E18,5732524,15.02,61623409162,81817400345,Telecommunications,Telecommunications,15.02,15.11,15.08,14.8,13.93,15.85,0,-0.002179468,-0.00595632,-0.027276096,-0.00397878,0.017518081,0.014864865,0.056771171,0.078248385,0.117120859,-0.052365931,-0.110485522,0.341171834
Europe,ES,MCE,Iberia Lineas Aereas de Espana S.A.,EUR,IBLA.MC,ES0147200036,4064950,1.58,929443179,1234021709,Consumer Services,Travel & Leisure,1.64,1.72,1.63,1.87,1.81,1.98,-0.036585366,-0.038685097,-0.081395349,-0.101097143,-0.030674847,-0.00975416,-0.155080214,-0.120191365,-0.127071823,-0.095601451,-0.202020202,-0.250961308,0.298130493
Europe,ES,MCE,Endesa S.A.,EUR,ELE.MC,ES0130670112,5271782,14.08,1183634047,1571510924,Utilities,Utilities,14.7,15.59,14.7,22.56,24.17,28.6,-0.042176871,-0.044264415,-0.09685696,-0.116227141,-0.042176871,-0.021504429,-0.375886525,-0.35011532,-0.417459661,-0.396458206,-0.507692308,-0.537886158,0.204688955
Europe,ES,MCE,Enagas S.A.,EUR,ENAG.MC,ES0130960018,7383072,10.67,1910470916,2536532235,Utilities,Utilities,11.44,12.14,11.11,12.95,13.6,15.56,-0.067307692,-0.069340465,-0.121087315,-0.139937815,-0.03960396,-0.018875988,-0.176061776,-0.142039308,-0.215441176,-0.187156652,-0.314267352,-0.356324199,0.16741249
Europe,ES,MCE,Iberdrola S.A.,EUR,IBE.MC,ES0144580Y14,B288C92,5.28,19305886627,25632425674,Utilities,Utilities,5.43,5.65,5.32,5.38,6.08,6.54,-0.027624309,-0.029743571,-0.065486726,-0.085529721,-0.007518797,0.013901661,-0.018587361,0.021937619,-0.131578947,-0.100271064,-0.19266055,-0.242175696,0.353913565
Europe,ES,MCE,Red Electrica Corp. S.A.,EUR,REE.MC,ES0173093115,5723777,29.4,3181550400,4224144466,Utilities,Utilities,29.82,29.83,28.04,32.15,32.2,36,-0.014084507,-0.016233278,-0.014415018,-0.035553376,0.04850214,0.071131682,-0.085536547,-0.047776067,-0.086956522,-0.054039933,-0.183333333,-0.233420529,0.363331779
Europe,ES,MCE,Iberdrola Renovables S.A.,EUR,IBR.MC,ES0147645016,B29NWR4,3.12,2635816498,3499573564,Utilities,Utilities,3.09,3.05,2.99,3.26,3.18,3.05,0.009708738,0.00750811,0.02295082,0.001011058,0.043478261,0.065999375,-0.042944785,-0.003425584,-0.018867925,0.016503361,0.02295082,-0.039788043,0.296934232
Europe,ES,MCE,Gas Natural SDG S.A.,EUR,GAS.MC,ES0116870314,5650422,10.29,2791293366,3706000202,Utilities,Utilities,10.65,8.9,9.48,15.14,18.85,19.29,-0.033802817,-0.035908613,0.156179775,0.131382582,0.085443038,0.108869866,-0.320343461,0.415442511,-0.454111406,0.131137396,-0.466562986,0.0014413,0.487385347
Europe,ES,MCE,Union Fenosa S.A.,EUR,UNF.MC,ES0181380710,B3BBFG3,18,8223051265,10917745165,Utilities,Utilities,17.98,17.97,17.92,17.88,17.62,17.73,0.001112347,-0.001069545,0.001669449,-0.01981388,0.004464286,0.493930838,0.006711409,0.526160393,0.021566402,0.540885591,0.015228426,0.387390042,0.538749942
Europe,FI,HEL,Nokian Renkaat Oyj,EUR,NRE1V.HE,FI0009005318,B07G378,8.84,1103475454,1465084360,Consumer Goods,Automobiles & Parts,9.36,10.67,9.9,9.19,7.66,7.91,-0.055555556,-0.057613941,-0.171508903,-0.189277986,-0.107070707,-0.087798851,-0.038084875,0.001635004,0.154046997,0.195652125,0.117572693,0.049030552,0.206454518
Europe,FI,HEL,Pohjola Pankki Oyj,EUR,POH1S.HE,FI0009003222,5665233,4.44,958107458,1272079272,Financials,Banks,5.75,5.99,5.59,5.95,9.16,9.75,-0.227826087,0.210771549,-0.258764608,0.139816432,-0.205724508,0.275085632,-0.253781513,0.221049836,-0.515283843,-0.210842866,-0.544615385,-0.328284522,0.36119159
Europe,FI,HEL,UPM-Kymmene Oyj,EUR,UPM1V.HE,FI0009005987,5051252,4.35,2261861183,3003073092,Basic Materials,Basic Resources,4.66,5.04,5.42,5.75,7.4,9,-0.066523605,-0.068558087,-0.136904762,-0.155416017,-0.197416974,-0.180095039,-0.243478261,-0.212239588,-0.412162162,-0.390969725,-0.516666667,-0.546310109,0.268900345
Europe,FI,HEL,Stora Enso Oyj R,EUR,STERV.HE,FI0009005961,5072673,2.67,1523997198,2023411079,Basic Materials,Basic Resources,2.8,2.85,3.2,3.4,4.78,5.52,-0.046428571,-0.04850685,-0.063157895,-0.083250838,-0.165625,-0.147616907,-0.214705882,-0.182279126,-0.441422594,-0.42128504,-0.516304348,-0.545970011,0.256161565
Europe,FI,HEL,Outokumpu Oyj,EUR,OUT1V.HE,FI0009002422,4665148,8.16,900474773,1195560356,Basic Materials,Basic Resources,8.38,9.75,8.98,8.48,8.93,8.28,-0.026252983,-0.028375234,-0.163076923,-0.181026851,-0.091314031,-0.071702104,-0.037735849,0.001998441,-0.086226204,-0.053283286,-0.014492754,-0.074935154,0.198678268
Europe,FI,HEL,Rautaruukki Oyj K,EUR,RTRKS.HE,FI0009003552,4727662,12.06,1019181664,1353167496,Basic Materials,Basic Resources,12.71,14.54,14.39,13.4,12.45,12.16,-0.051140834,-0.053208842,-0.170563961,-0.18835331,-0.161917999,-0.143829897,-0.1,-0.062836751,-0.031325301,0.003596877,-0.008223684,-0.069050574,0.313327919
